timestamp [s];actual_current [A];target_current [A];motor_torque [N.m];paddle_pos [deg];paddle_speed [deg/s];Compensate gravity;Compensate dry friction);Compensate viscous friction;paddle_pos_filt [deg];paddle_speed_filt [deg/s];Wall;Virtual Spring;Virtual Damping;Cuttoff Frequnecy Angle;Cuttoff Frequnecy Speed;emg_signal;led_0 [0.0-1.0];led_1 [0.0-1.0];led_2 [0.0-1.0];led_3 [0.0-1.0]
857.160804;-0.0239585191;-0.02370407991;0.0008201611927;-14.54882813;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.239316225;0;0;0;0
857.161854;-0.0239585191;-0.02370407991;0.0008201611927;-14.54882813;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.23443222;0;0;0;0
857.162904;-0.0239585191;-0.02370407991;0.0008201611927;-14.54882813;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.233211279;0;0;0;0
857.163954;-0.0239585191;-0.02370407991;0.0008201611927;-14.54882813;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.229548216;0;0;0;0
857.165004;-0.0239585191;-0.02370407991;0.0008201611927;-14.54882813;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.228937745;0;0;0;0
857.165704;-0.0239585191;-0.02370407991;0.0008201611927;-14.54882813;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.216727734;0;0;0;0
857.166754;-0.0239585191;-0.02370407991;0.0008201611927;-14.54882813;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.166056156;0;0;0;0
857.167804;-0.0239585191;-0.02370407991;0.0008201611927;-14.54882813;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.238705754;0;0;0;0
857.168854;-0.0239585191;-0.02370407991;0.0008201611927;-14.54882813;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.235653281;0;0;0;0
857.169904;-0.0239585191;-0.02370407991;0.0008201611927;-14.54882813;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.230158687;0;0;0;0
857.170954;-0.0239585191;-0.02370407991;0.0008201611927;-14.54882813;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.23382175;0;0;0;0
857.172004;-0.0239585191;-0.02370407991;0.0008201611927;-14.54882813;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.226495743;0;0;0;0
857.172704;-0.0239585191;-0.02370407991;0.0008201611927;-14.54882813;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.2124542;0;0;0;0
