timestamp [s];actual_current [A];target_current [A];motor_torque [N.m];paddle_pos [deg];paddle_speed [deg/s];Compensate gravity;Compensate dry friction);Compensate viscous friction;paddle_pos_filt [deg];paddle_speed_filt [deg/s];Wall;Virtual Spring;Virtual Damping;Cuttoff Frequnecy Angle;Cuttoff Frequnecy Speed;emg_signal;led_0 [0.0-1.0];led_1 [0.0-1.0];led_2 [0.0-1.0];led_3 [0.0-1.0]
321.1929;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.220390677;0;0;0;0
321.19395;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.210622668;0;0;0;0
321.195;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.252136827;0;0;0;0
321.19605;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.22344327;0;0;0;0
321.19675;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.19108665;0;0;0;0
321.1978;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.20207572;0;0;0;0
321.19885;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.195360184;0;0;0;0
321.1999;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.196581244;0;0;0;0
321.20095;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.20207572;0;0;0;0
321.202;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.225885272;0;0;0;0
321.20305;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.236263752;0;0;0;0
321.20375;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.217338204;0;0;0;0
321.2048;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.198412657;0;0;0;0
321.20585;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.203296661;0;0;0;0
321.2069;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.184371233;0;0;0;0
321.20795;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.176434636;0;0;0;0
321.209;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.169108629;0;0;0;0
321.21005;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.152014613;0;0;0;0
321.21075;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.231379747;0;0;0;0
321.2118;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.175213695;0;0;0;0
321.21285;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.207570195;0;0;0;0
321.2139;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.203907251;0;0;0;0
321.21495;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.199633718;0;0;0;0
321.216;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.190476179;0;0;0;0
321.21705;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.196581244;0;0;0;0
321.21775;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.2448107;0;0;0;0
321.2188;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.241147757;0;0;0;0
321.21985;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.280219793;0;0;0;0
321.2209;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.239316225;0;0;0;0
321.22195;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.165445685;0;0;0;0
321.223;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.237484694;0;0;0;0
321.2237;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.189255238;0;0;0;0
321.22475;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.183760643;0;0;0;0
321.2258;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.194139242;0;0;0;0
321.22685;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.182539701;0;0;0;0
321.2279;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.205128193;0;0;0;0
321.22895;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.224664211;0;0;0;0
321.23;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.231379747;0;0;0;0
321.2307;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.189255238;0;0;0;0
321.23175;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.188034177;0;0;0;0
321.2328;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.19108665;0;0;0;0
321.23385;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.176434636;0;0;0;0
321.2349;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.180097699;0;0;0;0
321.23595;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.181318641;0;0;0;0
321.237;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.196581244;0;0;0;0
321.2377;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.252747297;0;0;0;0
321.23875;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.252747297;0;0;0;0
321.2398;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.241147757;0;0;0;0
321.24085;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.23443222;0;0;0;0
321.2419;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.230158687;0;0;0;0
321.24295;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.210622668;0;0;0;0
321.244;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.193528652;0;0;0;0
321.2447;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.233211279;0;0;0;0
321.24575;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.23382175;0;0;0;0
321.2468;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.285103798;0;0;0;0
321.24785;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.254578829;0;0;0;0
321.2489;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.224053741;0;0;0;0
321.24995;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.205738664;0;0;0;0
321.25065;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.167887688;0;0;0;0
321.2517;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.163614154;0;0;0;0
321.25275;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.175213695;0;0;0;0
321.2538;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.199633718;0;0;0;0
321.25485;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.239316225;0;0;0;0
321.2559;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.232600689;0;0;0;0
321.25695;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.285103798;0;0;0;0
321.25765;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.217338204;0;0;0;0
321.2587;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.219169736;0;0;0;0
321.25975;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.213064671;0;0;0;0
321.2608;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.194139242;0;0;0;0
321.26185;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.181929231;0;0;0;0
321.2629;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.181929231;0;0;0;0
321.26395;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.199633718;0;0;0;0
321.26465;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.225885272;0;0;0;0
321.2657;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.231990218;0;0;0;0
321.26675;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.210622668;0;0;0;0
321.2678;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.198412657;0;0;0;0
321.26885;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.188644648;0;0;0;0
321.2699;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.175824165;0;0;0;0
321.27095;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.168498158;0;0;0;0
321.27165;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.166056156;0;0;0;0
321.2727;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.275335789;0;0;0;0
321.27375;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.260073304;0;0;0;0
321.2748;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.219780207;0;0;0;0
321.27585;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.217338204;0;0;0;0
321.2769;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.213675261;0;0;0;0
321.2776;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.193528652;0;0;0;0
321.27865;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.224053741;0;0;0;0
321.2797;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.188644648;0;0;0;0
321.28075;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.221001267;0;0;0;0
321.2818;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.253968358;0;0;0;0
321.28285;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.261294365;0;0;0;0
321.2839;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.280830383;0;0;0;0
321.2846;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.201465249;0;0;0;0
321.28565;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.20207572;0;0;0;0
321.2867;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.192918181;0;0;0;0
321.28775;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.178266168;0;0;0;0
321.2888;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.166666627;0;0;0;0
321.28985;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.180097699;0;0;0;0
321.2909;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.226495743;0;0;0;0
321.2916;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.205738664;0;0;0;0
321.29265;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.213675261;0;0;0;0
321.2937;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.198412657;0;0;0;0
321.29475;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.190476179;0;0;0;0
321.2958;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.195970654;0;0;0;0
321.29685;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.202686191;0;0;0;0
321.2979;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.204517722;0;0;0;0
321.2986;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.299145341;0;0;0;0
321.29965;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.215506673;0;0;0;0
321.3007;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.248473763;0;0;0;0
321.30175;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.238705754;0;0;0;0
321.3028;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.233211279;0;0;0;0
321.30385;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.214896202;0;0;0;0
321.30455;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.173992634;0;0;0;0
321.3056;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.189255238;0;0;0;0
321.30665;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.231990218;0;0;0;0
321.3077;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.239316225;0;0;0;0
321.30875;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.251526356;0;0;0;0
321.3098;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.226495743;0;0;0;0
321.31085;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.199633718;0;0;0;0
321.31155;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.15995121;0;0;0;0
321.3126;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.15995121;0;0;0;0
321.31365;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.163003683;0;0;0;0
321.3147;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.161172152;0;0;0;0
321.31575;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.173992634;0;0;0;0
321.3168;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.186202645;0;0;0;0
321.31785;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.230158687;0;0;0;0
321.31855;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.213675261;0;0;0;0
321.3196;-0.0239585191;-0.02370407991;0.0008201611927;-14.98828125;0;1;1;1;0.01171875;7.006492322e-45;1;0.009999999776;9.999999747e-05;50;50;1.220390677;0;0;0;0
